protocol,n_miners,seed,config_hash,sim_time,aggregate_hashrate_THs,aggregate_power_W,energy_kWh,co2_kg,created_blocks,accepted_main_blocks,stale_blocks,stale_rate_pct,accepted_block_interval_s,created_block_interval_s,throughput_tx_per_s,confirmation_time_6blk_s,energy_per_accepted_block_kWh,energy_per_tx_kWh,total_hashes,active_mining_time_s,exhausted_rounds,_cmd
PoCol,200,18,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,22,22,0,0.0,454.39734251828656,454.54545454545456,4.0416,2726.384055109719,0.3827651515151505,0.00020835395223013932,1.41e+18,2000000.0,2,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 200 18
PoCol,200,19,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333435,22,22,0,0.0,402.86213324891736,454.54545454545456,4.0842,2417.172799493504,0.3827651515151505,0.0002061807289881326,1.41e+18,2000000.0,4,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 200 19
PoCol,200,20,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,15,15,0,0.0,607.206040804538,666.6666666666666,2.7917,3643.236244827228,0.5613888888888874,0.0003016381893947527,1.41e+18,2000000.0,3,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 200 20
PoCol,200,21,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,23,23,0,0.0,431.30571185112854,434.7826086956522,4.2248,2587.834271106771,0.36612318840579616,0.0001993190999179443,1.4099999999999997e+18,2000000.0,2,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 200 21
PoCol,200,22,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,12,12,0,0.0,833.1330686373927,833.3333333333334,2.2168,4998.798411824357,0.7017361111111092,0.00037986436906050665,1.4099999999999997e+18,2000000.0,5,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 200 22
PoCol,200,23,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,14,14,0,0.0,683.1803906510679,714.2857142857143,2.5925,4099.082343906408,0.6014880952380937,0.00032481517197042667,1.4099999999999997e+18,2000000.0,3,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 200 23
PoCol,200,24,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,19,19,0,0.0,508.3136574177769,526.3157894736842,3.5375,3049.881944506661,0.44320175438596376,0.00023804475853945756,1.4100000000000003e+18,2000000.0,2,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 200 24
PoCol,200,25,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,21,21,0,0.0,418.92215807270094,476.1904761904762,3.9013,2513.5329484362055,0.40099206349206246,0.00021584685446731375,1.41e+18,2000000.0,4,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 200 25
PoCol,200,26,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,15,15,0,0.0,635.3674845308475,666.6666666666666,2.7618,3812.204907185085,0.5613888888888874,0.00030490380669611527,1.4100000000000003e+18,2000000.0000000002,3,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 200 26
PoCol,200,27,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,20,20,0,0.0,513.4701211930354,500.0,3.7156,3080.8207271582123,0.42104166666666554,0.00022663454982595842,1.4100000000000003e+18,2000000.0,2,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 200 27
